0e6dd03e3095adbb90a7f1206dfef98adf85c0ed,DELETE,regular-file,src/themes/battlecity/THEMENAME.txt,11,
a572d5b9fbdf88d49f8b6199bda3e7dfa9ab6756,DELETE,regular-file,src/themes/battlecity/_footer.php,361,
809e1c77231494f99bc42329617974bdbef8da34,DELETE,regular-file,src/themes/battlecity/_header.php,2037,
8a264ad64758a2b74d5cfa4f86fe39f48614de10,DELETE,regular-file,src/themes/battlecity/battlecity.js,536,
3206f62fd9ea91463c0279ad7bd520f773dfebad,DELETE,regular-file,src/themes/battlecity/battlecitymenu.php,2307,
9aa65618b30c9a723dbbf9e4387e1fbe314f2b83,DELETE,regular-file,src/themes/battlecity/css.php,4591,
c52c000264de93e4e48dfb081da7a8c6e8f2f62c,DELETE,regular-file,src/themes/battlecity/fonts used/BebasNeue.otf,45572,
7476de81443a9545e72e20b4f12ed0b42874e474,DELETE,regular-file,src/themes/battlecity/fonts used/License.txt,1298,
31935157d969374b17866af757b4acf27654fdbe,DELETE,regular-file,src/themes/battlecity/gradient.png,1005,
16c3d24af0af716790c2025512573f644e8f9a44,DELETE,regular-file,src/themes/battlecity/images/bluedot.png,647,
a2f44f78fcc32e314caf8d05b7c2ce44ae874734,DELETE,regular-file,src/themes/battlecity/images/buttons/add.png,1635,
1a28bc11c8b007eddb71e1beaaa1ce9e84f19742,DELETE,regular-file,src/themes/battlecity/images/buttons/delete.png,1314,
5014758ac22361e91e4b28ffad838f47474028b0,DELETE,regular-file,src/themes/battlecity/images/buttons/downarrow.png,1356,
3490ab826aa3797e6168c5d132f77a76f019951d,DELETE,regular-file,src/themes/battlecity/images/buttons/edit.png,1311,
68278a5be9195ea7b7511d187fa5897d94360356,DELETE,regular-file,src/themes/battlecity/images/buttons/uparrow.png,1315,
d6d76e502cc4256ca77820d5f9f70e0f043e5947,DELETE,regular-file,src/themes/battlecity/images/defaultavatar.png,3571,
bf716efc40434cfa650d34449a5a83798aad45b1,DELETE,regular-file,src/themes/battlecity/images/defaultprofile.png,15944,
2f16077edd0d9775d7fcf3d30edf3d851b8062be,DELETE,regular-file,src/themes/battlecity/images/demotionnotification.png,927,
30fd89b403b1eeb96c95b8e5bddd2ac2f43766f1,DELETE,regular-file,src/themes/battlecity/images/downarrow.png,254,
42cce0a5c014ab5ad91f513c6f29e9fa2d29e7df,DELETE,regular-file,src/themes/battlecity/images/form-div.png,109,
325bf2fc0b561ef34e3880d06d4b78326b34ec99,DELETE,regular-file,src/themes/battlecity/images/forum-locked.png,706,
0551f859f70d36f2e006e1bfca2a7dc13a48bef0,DELETE,regular-file,src/themes/battlecity/images/forum-new.png,590,
937d9a538e3015730ce5aeecc06ac55ab1eef5a6,DELETE,regular-file,src/themes/battlecity/images/forum-sticky.png,902,
84feff108240b3d28510b0ddd2928130389715c9,DELETE,regular-file,src/themes/battlecity/images/forumbg.png,109,
c476295c39b064e922eb52235a6bfd6d5e6cf6f3,DELETE,regular-file,src/themes/battlecity/images/forumnewbg.png,109,
e9fa4bc8466743c6b65e1cd5baba3824f0b1973a,DELETE,regular-file,src/themes/battlecity/images/generalnotification.png,1828,
88f6b7678fd6856f1a1804881e5d57952d1898e7,DELETE,regular-file,src/themes/battlecity/images/gradient.jpg,11059,
eeba2a4ca442e367c5688d41075b1d6dac827f86,DELETE,regular-file,src/themes/battlecity/images/gradient.png,1005,
47f5a55efe5276d4ffb5267a48c9fcff6d29febb,DELETE,regular-file,src/themes/battlecity/images/graydot.png,604,
0677fd6da1513923dab5ec2fd3963fee6f5f4245,DELETE,regular-file,src/themes/battlecity/images/greendot.png,627,
31012f68fcd937064ec1c2f76280d327d149fde6,DELETE,regular-file,src/themes/battlecity/images/imagescroller.png,121,
8a5090f60255a12e6c0bc9d15dc700d777b76d5a,DELETE,regular-file,src/themes/battlecity/images/imagescroller_hover.png,121,
88aad7bcf3af4c9c3b1b6f2b7b36853cc25a435e,DELETE,regular-file,src/themes/battlecity/images/insertseparator1.png,753,
4bd4281fb3e916db474347e2f0c64e3bf1281c19,DELETE,regular-file,src/themes/battlecity/images/layout/bg.png,1256072,
407b0aa419f595abc313310afbe5b688fb4cee3b,DELETE,regular-file,src/themes/battlecity/images/layout/bottom-center-bg.png,383651,
76b5547f8257206973c7e8c3c93133f34724299c,DELETE,regular-file,src/themes/battlecity/images/layout/bottom-gradient-bg.png,979,
bf973d82db706760a0891d479451c59ec3524851,DELETE,regular-file,src/themes/battlecity/images/layout/dogtags.png,77663,
474a60aea99f697ceee5c01e8c20a38950e06eb2,DELETE,regular-file,src/themes/battlecity/images/layout/gradient-ball.png,15145,
ca0912460fd4d1987b7d117a5fd25c57f40f3afe,DELETE,regular-file,src/themes/battlecity/images/layout/left-building-bg.png,706794,
d80841df67286e321ca80493c102081179c27169,DELETE,regular-file,src/themes/battlecity/images/layout/loggedin-title.png,2397,
35d13f6e087b27aca3e626620f6c9be38015ad0c,DELETE,regular-file,src/themes/battlecity/images/layout/login-button.png,2169,
49258fc5f9e5ad491050272bbfdff1309d45b695,DELETE,regular-file,src/themes/battlecity/images/layout/login-form-bg.png,1185,
dffd269c0407d16cf7b1d58f6a7d66f6b006f46f,DELETE,regular-file,src/themes/battlecity/images/layout/login-text.png,2340,
c734bb6199b236f5c0cb404a9ffab418e8f2ddc2,DELETE,regular-file,src/themes/battlecity/images/layout/login-title.png,1839,
c9ad983e2614845835e4ef0eedf4f8d1e5a8c279,DELETE,regular-file,src/themes/battlecity/images/layout/menu-title-bg.png,4634,
c08541c9564da504a1669d4b03525d95a3419480,DELETE,regular-file,src/themes/battlecity/images/layout/menu-titles.png,8551,
23999c19b66b30f23446cb2ffa38d9a4a2314da1,DELETE,regular-file,src/themes/battlecity/images/layout/patternbg.png,926,
36c74aaa138b0d63e42dba8b820c205a7f1a915a,DELETE,regular-file,src/themes/battlecity/images/layout/poll.png,1574,
db6413244d1b9950ab76a6c2d1b218b44988fd2c,DELETE,regular-file,src/themes/battlecity/images/layout/rememberme.png,1477,
2c058e346b8a20d901c1936ccf520a0a5a5d8890,DELETE,regular-file,src/themes/battlecity/images/layout/right-building-bg.png,619064,
c5a8ff743bc0d7f1ee153b2348b90400f44b2354,DELETE,regular-file,src/themes/battlecity/images/layout/top-gradient-bg.png,984,
8d27ec9cec4fa43f43ca09e5248f5d31cc362a56,DELETE,regular-file,src/themes/battlecity/images/layout/top-left-bg.png,70944,
6ba1efcb2b3a6b359c90f72c986938a5d5f379b6,DELETE,regular-file,src/themes/battlecity/images/layout/top-left-bg2.png,222513,
973cdced600481ef83710b31b2b8c9079bea3e8c,DELETE,regular-file,src/themes/battlecity/images/layout/top-left-bg3.png,21791,
9b426949c87c191628ae08dca866dac71a02f692,DELETE,regular-file,src/themes/battlecity/images/layout/top-menu-arrow.png,1596,
6206ec9df7239adc05576182f28c04388217ccb3,DELETE,regular-file,src/themes/battlecity/images/layout/top-menu-titles.png,12240,
decc55308fdad46d32732366c79a381ad9a82eda,DELETE,regular-file,src/themes/battlecity/images/layout/top-menu-underline.png,1030,
5782f8357b99e093148002fdb6875e1b851a1eaa,DELETE,regular-file,src/themes/battlecity/images/layout/top-right-bg.png,241244,
b8cb962eb6090a421ae923b8ffc7209b60beb668,DELETE,regular-file,src/themes/battlecity/images/loading-spiral.gif,16384,
b8cb962eb6090a421ae923b8ffc7209b60beb668,DELETE,regular-file,src/themes/battlecity/images/loading-spiral2.gif,16384,
0c1674bc2141265d9c4ddb1a0e38ce90cf8cedd3,DELETE,regular-file,src/themes/battlecity/images/logo.png,42218,
ece666fedf24619183c5b51e295654977e924f47,DELETE,regular-file,src/themes/battlecity/images/medalnotification.png,3023,
f226d0ba691fff94a4552a89276f06d4b940274a,DELETE,regular-file,src/themes/battlecity/images/offlinedot.png,659,
0677fd6da1513923dab5ec2fd3963fee6f5f4245,DELETE,regular-file,src/themes/battlecity/images/onlinedot.png,627,
245e21414a06d07af88243041d32c909f0f04aa1,DELETE,regular-file,src/themes/battlecity/images/orangedot.png,667,
122bfe93653b88d927f3b64903430b9431eb408e,DELETE,regular-file,src/themes/battlecity/images/pmalert.gif,637,
16c185eb745c71c2f5b5f806c1d396329c449f7f,DELETE,regular-file,src/themes/battlecity/images/promotionnotification.png,1204,
f226d0ba691fff94a4552a89276f06d4b940274a,DELETE,regular-file,src/themes/battlecity/images/reddot.png,659,
e37e62f9a1149e9d2ccefa82de49c978336865c5,DELETE,regular-file,src/themes/battlecity/images/socialmedia/facebook.png,1031,
43de24d106bab8d8e9694969ea3e817b5293e382,DELETE,regular-file,src/themes/battlecity/images/socialmedia/googleplus.png,2728,
1e292c832d4a19e7e14e7733ccae480522895cea,DELETE,regular-file,src/themes/battlecity/images/socialmedia/twitch.png,1632,
e7d80d04654e434ecd584f4557723864829f6935,DELETE,regular-file,src/themes/battlecity/images/socialmedia/twitter.png,1440,
35c672568bff1a273fd41df26ac7a607033c106e,DELETE,regular-file,src/themes/battlecity/images/socialmedia/youtube.png,1667,
7834950536d6f6559f04b7dc39338c8c47a9f9af,DELETE,regular-file,src/themes/battlecity/images/tournament-bracket-bg.png,109,
ee542898a693971ef7718e63df0e3326d54a2080,DELETE,regular-file,src/themes/battlecity/images/transparent.png,922,
9534ec3754c4e2941961f97b03e3214c1cc992b4,DELETE,regular-file,src/themes/battlecity/images/uparrow.png,248,
5473afffbc2662173f5af5c27d966c072de8039b,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_flat_30_cccccc_40x100.png,180,
1ec33837e737f7041f2092f53a374c412662d883,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_flat_40_ff9700_40x100.png,180,
5950a8db9e64e8d00bb28726cb869947abfdc7fc,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_flat_50_5c5c5c_40x100.png,180,
1ad224ad36890adab7d2cd16ad402566edc67567,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_glass_20_555555_1x400.png,115,
35ec0d9d290646cc4e487ad973dde7e979829d00,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_glass_40_ffc73d_1x400.png,131,
b1b03b677165b6628a426bd69f5677f125ecc43c,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_gloss-wave_25_333333_500x100.png,1874,
e56eefd612ae74339bd45ae91ddfc2ae2eb7092b,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_highlight-soft_80_eeeeee_1x100.png,95,
3525eb9ff4c26d2c74003e7e2fdf09cccf7c9d54,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_inset-soft_25_000000_1x100.png,98,
2b6a9f92408ede5e967497f0c917d99e06a2e7f8,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-bg_inset-soft_30_f58400_1x100.png,117,
b273ff111d219c9b9a8b96d57683d0075fb7871a,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-icons_222222_256x240.png,4369,
c5d93b6e87871655bcc716faec159eb637642647,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-icons_4b8e0b_256x240.png,5355,
95993eab7625fb91819ce8d3d72fd6f71a520eda,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-icons_a83300_256x240.png,4369,
9254e05cfb964be56241b5bb4d0a0eb51c02df80,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-icons_cccccc_256x240.png,4369,
42f8f992c727ddaa617da224a522e463df690387,DELETE,regular-file,src/themes/battlecity/jqueryui/images/ui-icons_ffffff_256x240.png,4369,
9bb46bcc7376aa278763248a7c92cd61f5e53594,DELETE,regular-file,src/themes/battlecity/jqueryui/jquery-ui-1.9.2.custom.min.css,27460,
8d3b5ee2a571161985bb6503ffa30860bf7c2523,DELETE,regular-file,src/themes/battlecity/layout.psd,12221622,
6d99e134dbe7de10ddc1f344e59dabb5cf4ee429,DELETE,regular-file,src/themes/battlecity/menuimport_default.php,13680,
778102dce4ab32f151ce0f8806818ddfc3aa128c,DELETE,regular-file,src/themes/battlecity/menuimport_saved.php,1522,
a64c6c9024fb7d82f92a6f92e4a2901b13fb9375,DELETE,regular-file,src/themes/battlecity/notification.mp3,9322,
df5b64eaea2b2888ff8674f90122d6c31a5545e2,DELETE,regular-file,src/themes/battlecity/notification.ogg,9997,
187880dff864c13dea8918ab8aab9924ee4e1ed9,DELETE,regular-file,src/themes/battlecity/style.css,9413,
49b27a123ff9487ff3405b3a9f98ae0f0fc72b4f,DELETE,regular-file,src/themes/battlecity/themeinfo.xml,227,
